#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn    rmse_v_val  rmse_v_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 410500      1.78e-01    1.67e-01      7.84e-04    2.31e-03      8.88e-02    1.03e-01      8.27e-03    2.24e-03    3.6e-07
 411000      2.21e-01    1.95e-01      1.25e-03    9.53e-05      9.41e-02    9.22e-02      1.16e-02    1.01e-02    3.6e-07
 411500      1.74e-01    2.73e-01      5.76e-04    1.08e-03      6.43e-02    1.17e-01      9.63e-03    1.54e-02    3.6e-07
 412000      1.39e-01    1.46e-01      3.53e-04    8.68e-05      3.65e-02    4.08e-02      9.43e-03    9.93e-03    3.6e-07
 412500      2.00e-01    2.02e-01      3.88e-04    1.20e-04      7.33e-02    5.83e-02      1.22e-02    1.36e-02    3.6e-07
 413000      1.57e-01    2.67e-01      7.27e-04    1.64e-03      6.76e-02    8.75e-02      8.39e-03    1.72e-02    3.6e-07
 413500      2.02e-01    1.05e-01      9.36e-04    3.74e-04      8.28e-02    2.36e-02      1.16e-02    7.39e-03    3.6e-07
 414000      1.62e-01    1.40e-01      3.36e-04    2.91e-04      4.81e-02    5.10e-02      1.06e-02    8.69e-03    3.6e-07
 414500      1.61e-01    1.55e-01      7.90e-04    1.43e-04      5.84e-02    9.14e-02      9.80e-03    4.88e-03    3.6e-07
 415000      1.56e-01    2.27e-01      3.97e-04    1.70e-04      6.46e-02    7.16e-02      8.75e-03    1.50e-02    3.6e-07
 415500      2.20e-01    2.10e-01      7.74e-04    2.38e-04      8.78e-02    1.15e-01      1.24e-02    8.62e-03    3.6e-07
 416000      1.15e-01    1.80e-01      6.86e-04    4.49e-04      3.26e-02    1.68e-02      7.62e-03    1.34e-02    3.6e-07
 416500      2.10e-01    8.23e-02      8.85e-05    3.67e-04      7.28e-02    2.97e-02      1.33e-02    5.14e-03    3.6e-07
 417000      2.46e-01    4.20e-02      8.98e-04    1.89e-04      1.18e-01    1.14e-02      1.19e-02    2.86e-03    3.6e-07
 417500      1.31e-01    3.01e-01      3.15e-04    5.04e-03      4.96e-02    1.16e-01      7.95e-03    1.68e-02    3.6e-07
 418000      1.85e-01    2.20e-01      7.29e-04    2.05e-03      6.50e-02    1.14e-01      1.16e-02    9.51e-03    3.6e-07
 418500      1.83e-01    1.26e-01      6.06e-04    1.03e-03      6.43e-02    4.51e-02      1.08e-02    7.80e-03    3.6e-07
 419000      1.44e-01    1.51e-01      4.77e-04    1.13e-03      6.67e-02    6.61e-02      7.32e-03    8.26e-03    3.6e-07
 419500      1.89e-01    1.23e-01      1.21e-03    6.47e-04      8.02e-02    7.46e-02      1.03e-02    3.17e-03    3.6e-07
 420000      1.37e-01    2.09e-01      6.34e-04    8.63e-04      6.35e-02    7.35e-02      6.74e-03    1.32e-02    3.6e-07
 420500      1.61e-01    2.43e-01      9.24e-04    7.12e-04      5.68e-02    1.18e-01      9.61e-03    1.22e-02    3.6e-07
 421000      2.12e-01    1.92e-01      9.37e-04    3.67e-04      9.91e-02    7.11e-02      1.04e-02    1.19e-02    3.6e-07
 421500      1.94e-01    8.08e-02      9.44e-04    5.01e-04      8.13e-02    3.42e-02      1.05e-02    4.58e-03    3.6e-07
 422000      1.25e-01    2.23e-01      8.63e-04    7.11e-05      4.43e-02    9.46e-02      7.56e-03    1.28e-02    3.6e-07
 422500      1.46e-01    1.56e-01      8.26e-04    7.46e-04      6.10e-02    5.60e-02      7.94e-03    9.74e-03    3.6e-07
 423000      1.54e-01    1.13e-01      4.99e-04    9.01e-05      5.97e-02    4.47e-02      8.90e-03    6.72e-03    3.6e-07
 423500      1.96e-01    1.86e-01      5.99e-04    4.98e-04      6.25e-02    8.21e-02      1.24e-02    1.03e-02    3.6e-07
 424000      1.65e-01    2.50e-01      8.29e-04    1.39e-03      5.99e-02    5.00e-02      9.83e-03    1.78e-02    3.6e-07
 424500      1.62e-01    7.56e-02      5.78e-04    1.37e-04      5.69e-02    2.39e-02      9.30e-03    4.98e-03    3.6e-07
 425000      1.64e-01    2.06e-01      8.86e-04    6.86e-04      6.42e-02    1.02e-01      9.38e-03    1.01e-02    3.6e-07
 425500      2.03e-01    9.07e-02      2.02e-03    5.87e-04      8.48e-02    4.71e-02      1.09e-02    4.04e-03    3.6e-07
 426000      1.49e-01    1.35e-01      9.40e-04    1.82e-03      5.29e-02    1.57e-02      9.22e-03    9.67e-03    3.6e-07
 426500      2.06e-01    2.65e-01      1.58e-03    9.05e-04      9.36e-02    1.00e-01      1.03e-02    1.62e-02    3.6e-07
 427000      1.59e-01    1.64e-01      5.02e-04    4.23e-04      6.37e-02    4.27e-02      9.08e-03    1.13e-02    3.6e-07
 427500      2.31e-01    2.32e-01      3.58e-04    4.42e-04      7.87e-02    1.19e-01      1.46e-02    1.07e-02    3.6e-07
 428000      2.07e-01    1.55e-01      6.19e-04    1.00e-03      9.67e-02    9.08e-02      1.06e-02    4.95e-03    3.6e-07
 428500      1.05e-01    6.80e-02      7.35e-04    8.85e-05      3.93e-02    3.14e-02      6.14e-03    3.61e-03    3.6e-07
 429000      1.84e-01    1.44e-01      1.53e-03    1.11e-03      8.63e-02    4.37e-02      9.18e-03    9.48e-03    3.6e-07
 429500      1.68e-01    1.22e-01      3.39e-04    1.06e-03      6.75e-02    6.62e-02      9.74e-03    4.79e-03    3.6e-07
 430000      2.14e-01    1.04e-01      9.06e-04    6.71e-05      9.09e-02    2.86e-02      1.17e-02    7.13e-03    3.6e-07
 430500      1.55e-01    1.33e-01      5.75e-04    1.64e-03      5.04e-02    7.78e-02      9.67e-03    3.80e-03    3.6e-07
 431000      1.56e-01    8.86e-02      8.41e-04    6.36e-04      5.21e-02    2.89e-02      9.53e-03    5.71e-03    3.6e-07
 431500      2.20e-01    1.51e-01      1.32e-03    4.96e-04      7.96e-02    6.48e-02      1.32e-02    8.55e-03    3.6e-07
 432000      2.11e-01    2.90e-01      8.57e-04    2.24e-03      9.74e-02    1.23e-01      1.05e-02    1.63e-02    3.6e-07
 432500      1.87e-01    2.07e-01      7.28e-04    1.72e-03      7.07e-02    1.06e-01      1.13e-02    9.35e-03    3.6e-07
 433000      1.51e-01    7.14e-02      8.54e-04    1.01e-03      5.17e-02    2.43e-02      8.42e-03    4.35e-03    3.6e-07
 433500      1.16e-01    1.31e-01      7.85e-04    5.83e-04      4.88e-02    2.00e-02      6.55e-03    9.58e-03    3.6e-07
 434000      1.82e-01    1.56e-01      1.29e-03    7.24e-04      6.48e-02    8.04e-02      1.11e-02    7.09e-03    3.6e-07
 434500      2.11e-01    1.96e-01      5.58e-04    3.63e-04      8.86e-02    1.01e-01      1.17e-02    9.05e-03    3.6e-07
 435000      1.66e-01    8.83e-02      3.05e-04    1.16e-03      6.02e-02    3.56e-02      1.01e-02    4.97e-03    3.6e-07
 435500      1.66e-01    9.01e-02      4.58e-04    3.55e-04      5.78e-02    4.78e-02      1.05e-02    3.90e-03    3.6e-07
 436000      2.09e-01    1.89e-01      7.24e-04    8.17e-04      7.52e-02    9.86e-02      1.26e-02    8.45e-03    3.6e-07
 436500      1.24e-01    2.69e-01      3.00e-04    1.39e-03      4.31e-02    1.35e-01      7.84e-03    1.28e-02    3.6e-07
 437000      1.63e-01    2.18e-01      4.31e-04    1.14e-04      5.91e-02    8.99e-02      1.00e-02    1.27e-02    3.6e-07
 437500      1.81e-01    2.59e-01      1.05e-03    1.53e-03      7.25e-02    1.09e-01      1.02e-02    1.48e-02    3.6e-07
 438000      2.13e-01    1.58e-01      9.03e-04    1.54e-03      7.87e-02    4.89e-02      1.31e-02    1.03e-02    3.6e-07
 438500      1.99e-01    1.40e-01      2.03e-04    4.87e-04      7.91e-02    5.87e-02      1.17e-02    8.03e-03    3.6e-07
 439000      1.77e-01    6.33e-02      9.05e-04    9.95e-04      8.55e-02    3.15e-02      8.43e-03    2.74e-03    3.6e-07
 439500      2.10e-01    8.04e-02      5.25e-04    2.12e-04      6.89e-02    2.70e-02      1.33e-02    5.18e-03    3.6e-07
 440000      1.59e-01    1.92e-01      1.14e-03    5.76e-04      6.04e-02    8.65e-02      9.43e-03    1.04e-02    3.6e-07
 440500      1.97e-01    1.26e-01      6.46e-04    7.63e-04      6.61e-02    4.31e-02      1.24e-02    8.02e-03    3.6e-07
 441000      2.12e-01    2.40e-01      6.44e-04    1.38e-04      8.03e-02    1.12e-01      1.26e-02    1.25e-02    3.6e-07
 441500      1.96e-01    1.48e-01      1.23e-03    2.46e-04      8.16e-02    7.09e-02      1.08e-02    7.60e-03    3.6e-07
 442000      1.33e-01    9.70e-02      4.10e-04    5.66e-04      5.55e-02    1.17e-02      7.53e-03    7.14e-03    3.6e-07
 442500      1.76e-01    1.42e-01      1.01e-03    9.15e-05      7.13e-02    3.89e-02      9.47e-03    9.69e-03    3.6e-07
 443000      1.52e-01    7.58e-02      4.97e-04    1.01e-03      3.62e-02    2.98e-02      1.06e-02    4.33e-03    3.6e-07
 443500      1.16e-01    2.08e-01      6.01e-04    1.20e-03      3.92e-02    1.04e-01      7.37e-03    9.90e-03    3.6e-07
 444000      1.50e-01    1.41e-01      6.61e-04    6.39e-04      6.44e-02    3.09e-02      8.25e-03    9.94e-03    3.6e-07
 444500      1.24e-01    1.63e-01      6.32e-04    9.72e-04      4.95e-02    5.17e-02      6.92e-03    1.06e-02    3.6e-07
 445000      1.66e-01    1.02e-01      8.93e-04    2.31e-04      6.71e-02    3.25e-02      9.02e-03    6.67e-03    3.6e-07
 445500      1.61e-01    1.38e-01      5.64e-04    8.35e-05      6.05e-02    3.70e-02      9.76e-03    9.51e-03    3.6e-07
 446000      1.56e-01    9.27e-02      9.97e-04    5.80e-04      5.39e-02    4.27e-02      9.56e-03    4.86e-03    3.6e-07
 446500      1.86e-01    1.44e-01      1.01e-03    4.64e-04      8.08e-02    7.92e-02      1.00e-02    5.74e-03    3.6e-07
 447000      1.59e-01    1.93e-01      6.00e-04    1.25e-03      5.06e-02    8.67e-02      1.02e-02    1.04e-02    3.6e-07
 447500      1.85e-01    2.21e-01      8.31e-04    4.03e-04      7.81e-02    1.10e-01      1.04e-02    1.07e-02    3.6e-07
 448000      1.75e-01    1.21e-01      7.78e-04    1.16e-04      7.33e-02    2.80e-02      9.88e-03    8.56e-03    3.6e-07
 448500      1.62e-01    4.08e-02      8.75e-04    1.54e-04      6.36e-02    2.32e-02      9.42e-03    1.48e-03    3.6e-07
 449000      1.37e-01    2.71e-01      1.07e-03    1.56e-03      6.60e-02    1.46e-01      6.14e-03    1.13e-02    3.6e-07
 449500      1.47e-01    1.73e-01      6.02e-04    1.71e-04      7.04e-02    1.78e-02      7.04e-03    1.29e-02    3.6e-07
 450000      2.12e-01    1.30e-01      1.54e-03    1.58e-03      8.61e-02    5.52e-02      1.25e-02    7.31e-03    1.3e-07
 450500      1.86e-01    1.10e-01      9.19e-04    4.86e-04      8.15e-02    2.03e-02      1.02e-02    7.92e-03    1.3e-07
 451000      1.88e-01    7.22e-02      9.35e-04    6.79e-04      7.86e-02    2.23e-02      1.08e-02    4.76e-03    1.3e-07
 451500      1.94e-01    1.70e-01      3.32e-04    4.21e-04      8.03e-02    6.55e-02      1.10e-02    1.05e-02    1.3e-07
 452000      2.15e-01    1.80e-01      9.06e-04    1.21e-03      7.00e-02    9.20e-02      1.42e-02    8.84e-03    1.3e-07
 452500      1.97e-01    2.14e-01      1.18e-03    8.12e-05      7.66e-02    1.21e-01      1.18e-02    9.14e-03    1.3e-07
 453000      1.85e-01    1.44e-01      6.27e-04    3.72e-04      7.26e-02    5.23e-02      1.13e-02    9.23e-03    1.3e-07
 453500      2.12e-01    1.48e-01      7.17e-04    1.95e-03      5.14e-02    8.24e-02      1.46e-02    5.90e-03    1.3e-07
 454000      1.83e-01    7.93e-02      1.19e-03    2.37e-04      6.43e-02    3.57e-02      1.14e-02    4.50e-03    1.3e-07
 454500      1.81e-01    2.03e-01      6.87e-04    1.50e-03      7.00e-02    9.11e-02      1.07e-02    1.14e-02    1.3e-07
 455000      2.07e-01    2.27e-01      8.02e-04    3.41e-04      9.09e-02    6.03e-02      1.16e-02    1.57e-02    1.3e-07
 455500      1.45e-01    1.87e-01      6.22e-04    3.62e-04      6.76e-02    5.01e-02      7.71e-03    1.30e-02    1.3e-07
 456000      1.52e-01    2.51e-01      4.96e-04    1.24e-04      7.43e-02    6.37e-02      7.87e-03    1.76e-02    1.3e-07
 456500      1.93e-01    6.76e-02      8.85e-04    3.20e-04      7.67e-02    2.06e-02      1.12e-02    4.54e-03    1.3e-07
 457000      1.75e-01    1.56e-01      4.81e-04    1.29e-03      8.13e-02    7.67e-02      9.47e-03    8.02e-03    1.3e-07
 457500      2.25e-01    1.16e-01      5.37e-04    3.35e-05      8.27e-02    4.44e-02      1.39e-02    7.27e-03    1.3e-07
 458000      1.69e-01    1.44e-01      6.08e-04    3.12e-05      6.99e-02    4.84e-02      9.67e-03    9.49e-03    1.3e-07
 458500      1.58e-01    1.75e-01      6.15e-04    4.13e-05      6.38e-02    5.56e-02      8.73e-03    1.17e-02    1.3e-07
 459000      1.65e-01    1.41e-01      8.18e-04    1.44e-04      7.66e-02    4.27e-02      8.53e-03    9.51e-03    1.3e-07
 459500      1.88e-01    1.15e-01      7.32e-04    6.88e-05      7.46e-02    2.62e-02      1.14e-02    8.17e-03    1.3e-07
 460000      1.81e-01    1.80e-01      1.08e-03    2.88e-04      7.66e-02    4.40e-02      1.04e-02    1.26e-02    1.3e-07
 460500      1.87e-01    2.86e-01      7.74e-04    1.01e-03      7.08e-02    7.24e-02      1.12e-02    2.00e-02    1.3e-07
 461000      1.60e-01    2.19e-01      3.31e-04    7.28e-04      6.38e-02    1.14e-01      9.25e-03    1.07e-02    1.3e-07
 461500      1.68e-01    2.92e-01      6.71e-04    4.46e-04      5.75e-02    1.28e-01      1.08e-02    1.69e-02    1.3e-07
 462000      1.84e-01    3.17e-01      1.54e-03    2.39e-03      7.26e-02    1.34e-01      1.09e-02    1.84e-02    1.3e-07
 462500      1.49e-01    1.70e-01      9.10e-04    1.21e-03      7.14e-02    1.01e-01      7.72e-03    6.05e-03    1.3e-07
 463000      1.93e-01    1.77e-01      1.57e-03    5.57e-04      9.77e-02    8.04e-02      9.19e-03    9.94e-03    1.3e-07
 463500      1.82e-01    1.95e-01      5.12e-04    9.20e-04      6.04e-02    5.58e-02      1.19e-02    1.33e-02    1.3e-07
 464000      2.01e-01    2.37e-01      1.05e-03    6.37e-04      8.61e-02    5.78e-02      1.15e-02    1.67e-02    1.3e-07
 464500      1.61e-01    2.12e-01      7.18e-04    1.03e-03      9.10e-02    9.90e-02      6.64e-03    1.15e-02    1.3e-07
 465000      2.10e-01    7.39e-02      3.45e-04    3.36e-04      9.01e-02    2.64e-02      1.15e-02    4.73e-03    1.3e-07
 465500      1.41e-01    1.94e-01      4.01e-04    3.00e-03      5.23e-02    1.17e-01      8.44e-03    5.24e-03    1.3e-07
 466000      1.75e-01    1.34e-01      4.59e-04    1.34e-03      6.11e-02    3.60e-02      1.08e-02    9.09e-03    1.3e-07
 466500      1.92e-01    2.16e-01      1.41e-03    1.56e-03      6.25e-02    8.67e-02      1.23e-02    1.30e-02    1.3e-07
 467000      1.49e-01    2.13e-01      8.35e-04    7.81e-04      4.62e-02    9.10e-02      9.62e-03    1.24e-02    1.3e-07
 467500      1.98e-01    2.14e-01      8.12e-04    1.10e-03      1.01e-01    1.10e-01      9.82e-03    1.05e-02    1.3e-07
 468000      1.91e-01    1.36e-01      8.81e-04    2.95e-04      8.41e-02    3.29e-02      1.07e-02    9.55e-03    1.3e-07
 468500      1.37e-01    2.00e-01      1.20e-03    1.12e-03      5.31e-02    9.47e-02      7.77e-03    1.07e-02    1.3e-07
 469000      1.52e-01    1.25e-01      8.80e-04    1.24e-03      4.44e-02    7.18e-02      1.03e-02    4.80e-03    1.3e-07
 469500      1.66e-01    2.00e-01      7.16e-04    9.36e-04      7.85e-02    8.17e-02      8.83e-03    1.20e-02    1.3e-07
 470000      1.89e-01    2.12e-01      7.07e-04    1.42e-03      7.86e-02    9.97e-02      1.10e-02    1.14e-02    1.3e-07
 470500      2.40e-01    1.18e-01      1.13e-03    7.85e-04      9.61e-02    1.22e-02      1.45e-02    8.71e-03    1.3e-07
 471000      1.22e-01    1.27e-01      5.55e-04    1.04e-03      5.66e-02    5.94e-02      6.57e-03    6.82e-03    1.3e-07
 471500      1.95e-01    2.77e-01      9.10e-04    5.80e-05      8.21e-02    8.42e-02      1.11e-02    1.87e-02    1.3e-07
 472000      1.84e-01    1.98e-01      7.15e-04    2.42e-04      7.29e-02    6.81e-02      1.09e-02    1.29e-02    1.3e-07
 472500      1.42e-01    1.70e-01      2.69e-04    2.12e-04      4.19e-02    8.16e-02      9.44e-03    9.08e-03    1.3e-07
 473000      1.90e-01    4.10e-02      5.10e-04    6.24e-04      8.12e-02    1.04e-02      1.10e-02    2.73e-03    1.3e-07
 473500      1.77e-01    2.74e-01      7.77e-04    3.62e-04      6.85e-02    8.82e-02      1.07e-02    1.83e-02    1.3e-07
 474000      2.22e-01    1.68e-01      5.75e-04    4.12e-04      7.17e-02    7.05e-02      1.46e-02    9.98e-03    1.3e-07
 474500      1.85e-01    2.33e-01      7.34e-04    1.20e-03      6.64e-02    1.13e-01      1.15e-02    1.23e-02    1.3e-07
 475000      1.55e-01    1.68e-01      5.72e-04    5.32e-04      7.10e-02    7.00e-02      8.58e-03    1.01e-02    1.3e-07
 475500      1.32e-01    1.31e-01      9.29e-04    4.33e-05      5.47e-02    4.73e-02      7.58e-03    8.37e-03    1.3e-07
 476000      1.79e-01    1.51e-01      9.47e-04    2.41e-05      6.52e-02    5.57e-02      1.11e-02    9.56e-03    1.3e-07
 476500      1.63e-01    2.60e-01      1.21e-03    1.23e-03      7.73e-02    1.10e-01      8.11e-03    1.54e-02    1.3e-07
 477000      1.60e-01    2.43e-01      9.92e-04    4.91e-04      6.31e-02    1.51e-01      9.19e-03    7.67e-03    1.3e-07
 477500      2.13e-01    1.64e-01      3.75e-04    1.72e-03      8.82e-02    7.40e-02      1.26e-02    8.96e-03    1.3e-07
 478000      1.87e-01    2.18e-01      1.24e-03    6.70e-04      9.21e-02    8.49e-02      8.97e-03    1.35e-02    1.3e-07
 478500      1.65e-01    1.42e-01      9.66e-04    4.77e-04      7.69e-02    9.17e-02      8.40e-03    3.43e-03    1.3e-07
 479000      1.98e-01    1.49e-01      7.52e-04    6.44e-04      7.98e-02    8.74e-02      1.15e-02    5.78e-03    1.3e-07
 479500      1.71e-01    1.62e-01      3.69e-04    1.00e-03      6.63e-02    8.50e-02      1.02e-02    7.67e-03    1.3e-07
 480000      1.52e-01    1.71e-01      4.35e-04    2.71e-04      6.68e-02    1.07e-01      8.71e-03    5.17e-03    1.3e-07
 480500      1.20e-01    2.18e-01      8.03e-04    7.29e-04      5.42e-02    5.33e-02      6.61e-03    1.53e-02    1.3e-07
 481000      1.39e-01    1.35e-01      4.00e-04    1.17e-03      5.50e-02    5.13e-02      8.44e-03    8.30e-03    1.3e-07
 481500      2.29e-01    1.73e-01      1.31e-03    9.42e-04      8.49e-02    3.84e-02      1.37e-02    1.22e-02    1.3e-07
 482000      1.98e-01    2.30e-01      9.32e-04    4.46e-04      8.22e-02    1.22e-01      1.08e-02    1.09e-02    1.3e-07
 482500      1.60e-01    2.28e-01      2.79e-04    1.15e-03      6.84e-02    6.92e-02      9.14e-03    1.53e-02    1.3e-07
 483000      2.03e-01    2.23e-01      6.57e-04    1.41e-03      8.13e-02    8.92e-02      1.22e-02    1.35e-02    1.3e-07
 483500      1.64e-01    2.74e-01      6.62e-04    4.44e-04      6.31e-02    9.38e-02      1.02e-02    1.79e-02    1.3e-07
 484000      1.11e-01    2.34e-01      3.52e-04    6.84e-04      4.37e-02    1.22e-01      6.43e-03    1.13e-02    1.3e-07
 484500      1.74e-01    1.27e-01      7.38e-04    7.77e-04      6.24e-02    3.61e-02      1.06e-02    8.64e-03    1.3e-07
 485000      2.34e-01    2.37e-01      7.24e-04    7.30e-04      8.47e-02    7.89e-02      1.44e-02    1.56e-02    1.3e-07
 485500      1.99e-01    1.14e-01      1.27e-03    4.87e-04      6.13e-02    3.87e-02      1.30e-02    7.47e-03    1.3e-07
 486000      1.14e-01    2.57e-01      4.47e-04    1.51e-03      3.92e-02    8.52e-02      7.29e-03    1.69e-02    1.3e-07
 486500      1.87e-01    1.71e-01      4.58e-04    5.75e-05      7.37e-02    6.46e-02      1.14e-02    1.07e-02    1.3e-07
 487000      1.90e-01    1.14e-01      1.26e-03    1.49e-03      9.21e-02    6.06e-02      9.63e-03    5.03e-03    1.3e-07
 487500      1.66e-01    2.13e-01      8.22e-04    4.03e-04      6.96e-02    7.05e-02      9.49e-03    1.41e-02    1.3e-07
 488000      2.20e-01    1.58e-01      1.20e-03    2.41e-04      8.03e-02    8.10e-02      1.37e-02    7.84e-03    1.3e-07
 488500      1.29e-01    1.06e-01      9.52e-04    1.80e-04      5.85e-02    3.04e-02      6.92e-03    7.21e-03    1.3e-07
 489000      1.35e-01    2.23e-01      6.40e-04    3.71e-04      5.39e-02    7.73e-02      8.03e-03    1.45e-02    1.3e-07
 489500      1.37e-01    1.82e-01      6.03e-04    1.34e-03      5.37e-02    1.01e-01      8.21e-03    7.85e-03    1.3e-07
 490000      2.05e-01    1.61e-01      7.72e-04    9.68e-04      8.09e-02    3.24e-02      1.22e-02    1.16e-02    1.3e-07
 490500      1.43e-01    2.08e-01      6.83e-04    1.88e-03      7.16e-02    1.20e-01      6.92e-03    7.94e-03    1.3e-07
 491000      1.25e-01    1.85e-01      8.79e-04    7.96e-04      6.03e-02    9.09e-02      5.93e-03    9.68e-03    1.3e-07
 491500      1.78e-01    1.49e-01      1.21e-03    1.13e-04      9.28e-02    7.18e-02      8.31e-03    8.00e-03    1.3e-07
 492000      1.81e-01    1.91e-01      5.05e-04    2.82e-04      6.73e-02    6.90e-02      1.08e-02    1.22e-02    1.3e-07
 492500      1.62e-01    1.93e-01      6.40e-04    1.21e-03      4.64e-02    1.07e-01      1.10e-02    8.41e-03    1.3e-07
 493000      1.23e-01    5.69e-02      1.01e-03    9.96e-04      5.05e-02    1.95e-02      6.92e-03    3.44e-03    1.3e-07
 493500      1.56e-01    1.64e-01      4.78e-04    1.66e-04      7.19e-02    5.57e-02      8.12e-03    1.07e-02    1.3e-07
 494000      2.09e-01    1.30e-01      4.41e-04    1.53e-04      9.37e-02    5.73e-02      1.14e-02    7.53e-03    1.3e-07
 494500      1.48e-01    2.50e-01      2.71e-04    2.14e-04      4.73e-02    9.66e-02      9.55e-03    1.56e-02    1.3e-07
 495000      2.06e-01    3.38e-01      1.01e-03    7.23e-04      7.49e-02    7.81e-02      1.25e-02    2.39e-02    1.3e-07
 495500      1.75e-01    7.03e-02      8.25e-04    5.48e-05      6.85e-02    2.49e-02      9.97e-03    4.54e-03    1.3e-07
 496000      1.69e-01    1.96e-01      5.82e-04    1.36e-04      7.58e-02    8.12e-02      9.39e-03    1.17e-02    1.3e-07
 496500      1.23e-01    2.62e-01      2.23e-04    3.72e-03      4.84e-02    1.34e-01      7.25e-03    1.20e-02    1.3e-07
 497000      1.80e-01    2.77e-01      7.89e-04    2.98e-03      5.37e-02    1.02e-01      1.16e-02    1.71e-02    1.3e-07
 497500      1.69e-01    2.48e-01      6.50e-04    1.68e-03      8.37e-02    1.04e-01      8.40e-03    1.46e-02    1.3e-07
 498000      2.12e-01    1.34e-01      7.21e-04    1.63e-04      5.68e-02    3.05e-02      1.45e-02    9.56e-03    1.3e-07
 498500      1.91e-01    1.17e-01      2.40e-04    2.63e-04      7.24e-02    3.64e-02      1.17e-02    7.80e-03    1.3e-07
 499000      1.05e-01    1.90e-01      3.71e-04    4.73e-04      4.38e-02    8.95e-02      6.11e-03    1.04e-02    1.3e-07
 499500      1.70e-01    5.27e-02      3.52e-04    1.21e-04      5.76e-02    8.91e-03      1.10e-02    3.85e-03    1.3e-07
 500000      2.41e-01    1.22e-01      4.89e-04    8.58e-05      9.53e-02    6.33e-02      1.41e-02    6.16e-03    5.0e-08
